customer_id_original;full_name;city;state;zipcode;rfm_id;created_at;updated_at
876;Andrea Smith;Aurora;CO;80012;4;04/09/2025 23:24;08/09/2025 23:24
877;Gerald Adkins;Caguas;PR;725;1;11/07/2025 9:25;12/07/2025 9:25
878;Mary Smith;West Covina;CA;91790;4;01/11/2025 7:36;21/11/2025 7:36
879;Joseph Thomas;Caguas;PR;725;1;14/02/2026 11:28;23/02/2026 11:28
880;Mary Guzman;Marietta;GA;30062;4;09/03/2025 0:00;13/03/2025 0:00
881;Marilyn Orozco;Memphis;TN;38118;4;21/02/2025 6:00;08/03/2025 6:00
882;Mary Smith;Caguas;PR;725;3;01/12/2025 7:28;01/12/2025 7:28
883;Margaret Ayala;Santa Clara;CA;95051;1;22/08/2025 6:14;06/09/2025 6:14
884;Mary Smith;Florissant;MO;63033;2;22/12/2025 5:00;08/01/2026 5:00
885;Donna Powell;Chesapeake;VA;23320;1;31/01/2025 6:46;19/02/2025 6:46
886;Mary Henderson;Caguas;PR;725;5;28/06/2025 15:47;30/06/2025 15:47
887;Brian Landry;Reseda;CA;91335;2;02/02/2025 20:39;20/02/2025 20:39
888;Mary Smith;Los Angeles;CA;90042;3;13/07/2025 18:20;14/07/2025 18:20
889;James Sanders;San Marcos;CA;92069;6;10/01/2025 19:56;14/01/2025 19:56
890;Danielle Smith;Caguas;PR;725;6;01/06/2025 17:47;14/06/2025 17:47
891;Mary Manning;Beaverton;OR;97007;5;19/05/2025 22:01;04/06/2025 22:01
892;Laura Smith;Mesquite;TX;75149;3;10/01/2025 5:52;20/01/2025 5:52
893;Dennis Mcbride;Ogden;UT;84404;2;03/06/2025 10:18;19/06/2025 10:18
894;Mary Sawyer;Caguas;PR;725;5;25/03/2025 16:50;26/03/2025 16:50
895;Dorothy Villegas;Chicago;IL;60660;5;13/08/2025 15:36;17/08/2025 15:36
896;Mary Smith;Caguas;PR;725;2;22/05/2025 10:50;05/06/2025 10:50
897;Anthony Schultz;Aurora;IL;60505;2;03/01/2026 12:58;12/01/2026 12:58
898;Cheryl Smith;Tampa;FL;33624;3;11/01/2025 0:37;14/01/2025 0:37
899;Mary Webster;Caguas;PR;725;5;07/03/2025 11:08;18/03/2025 11:08
900;George Smith;Holland;MI;49423;3;01/08/2025 1:47;18/08/2025 1:47
901;Mary Gillespie;Caguas;PR;725;3;25/04/2025 20:44;27/04/2025 20:44
902;Virginia Smith;Dearborn;MI;48126;4;23/11/2025 5:50;24/11/2025 5:50
903;Mary Ramirez;San Jose;CA;95125;4;01/02/2025 6:44;02/02/2025 6:44
904;Elizabeth Gonzales;Caguas;PR;725;6;28/04/2025 10:51;12/05/2025 10:51
905;Virginia Smith;Walnut;CA;91789;5;27/03/2026 1:24;14/04/2026 1:24
906;Mary Savage;Caguas;PR;725;1;05/10/2025 6:26;11/10/2025 6:26
907;Samantha Kline;North Las Vegas;NV;89030;3;19/01/2026 4:34;31/01/2026 4:34
908;Mary Smith;Caguas;PR;725;6;16/10/2025 18:48;29/10/2025 18:48
909;Laura Ford;Kent;WA;98031;6;28/07/2025 22:27;02/08/2025 22:27
910;Mary Smith;Hilliard;OH;43026;2;10/02/2026 3:00;13/02/2026 3:00
911;Peter Garcia;Caguas;PR;725;1;27/12/2025 7:12;11/01/2026 7:12
912;Mary Roy;Las Vegas;NV;89119;4;25/02/2025 7:45;01/03/2025 7:45
913;William Smith;Caguas;PR;725;1;20/06/2025 8:40;30/06/2025 8:40
914;Jacob Martinez;Bronx;NY;10458;2;02/04/2025 5:16;08/04/2025 5:16
915;Sean Burton;Broken Arrow;OK;74012;1;08/05/2025 7:56;21/05/2025 7:56
916;Mary Smith;Caguas;PR;725;4;13/06/2025 2:01;17/06/2025 2:01
917;Andrew Glenn;Palatine;IL;60067;6;11/12/2025 19:09;20/12/2025 19:09
918;Nathan Smith;Caguas;PR;725;3;07/12/2025 18:58;15/12/2025 18:58
919;Mary Mitchell;Cypress;CA;90630;6;05/02/2025 17:32;15/02/2025 17:32
920;Megan Schmidt;New Braunfels;TX;78130;5;30/10/2025 19:48;13/11/2025 19:48
921;Mary Smith;Caguas;PR;725;6;18/04/2025 1:10;18/04/2025 1:10
922;Stephanie Willis;Lancaster;OH;43130;2;03/09/2025 17:38;05/09/2025 17:38
923;Mary Smith;Norfolk;VA;23503;5;28/03/2025 8:10;09/04/2025 8:10
924;Willie Klein;Eugene;OR;97402;3;12/11/2025 8:18;18/11/2025 8:18
925;Mary Smith;Caguas;PR;725;1;14/01/2025 23:08;27/01/2025 23:08
926;Ashley Browning;Wilkes Barre;PA;18702;1;26/08/2025 14:10;27/08/2025 14:10
927;Diana Smith;Caguas;PR;725;5;09/08/2025 2:21;22/08/2025 2:21
928;Mary Wilson;Brooklyn;NY;11226;1;29/01/2026 16:00;15/02/2026 16:00
929;Alan Smith;Pompano Beach;FL;33063;3;15/11/2025 22:38;03/12/2025 22:38
930;Mary Franco;Mission Viejo;CA;92692;6;27/07/2025 20:41;07/08/2025 20:41
931;Robert Smith;Caguas;PR;725;5;07/11/2025 21:43;14/11/2025 21:43
932;Virginia Sandoval;Middletown;OH;45044;2;15/05/2025 12:41;15/05/2025 12:41
933;Mary Smith;Bridgeton;NJ;8302;4;03/03/2026 7:13;14/03/2026 7:13
934;James Santiago;Caguas;PR;725;4;28/10/2025 18:39;09/11/2025 18:39
935;Melissa Sharp;New York;NY;10029;6;02/03/2026 0:51;03/03/2026 0:51
936;Mary Smith;Winnetka;CA;91306;5;10/07/2025 9:35;21/07/2025 9:35
937;Daniel Cole;Caguas;PR;725;1;28/01/2026 20:18;30/01/2026 20:18
938;Cheryl Smith;Madison;WI;53704;6;20/07/2025 3:32;20/07/2025 3:32
939;Mary Todd;Caguas;PR;725;2;10/02/2025 4:48;22/02/2025 4:48
940;Steven Smith;El Paso;TX;79924;6;20/10/2025 12:51;25/10/2025 12:51
941;Jeremy Rowe;Modesto;CA;95350;6;11/03/2025 7:39;19/03/2025 7:39
942;Mary Smith;Caguas;PR;725;6;27/01/2026 8:54;07/02/2026 8:54
943;John Cummings;Tucson;AZ;85706;1;19/03/2025 3:43;02/04/2025 3:43
944;Stephanie Smith;Wyoming;MI;49509;2;20/08/2025 1:16;27/08/2025 1:16
945;Carl Reynolds;Indio;CA;92201;5;14/03/2025 4:34;20/03/2025 4:34
946;Mary Smith;La Mesa;CA;91941;1;20/09/2025 15:57;23/09/2025 15:57
947;Mary Henry;Caguas;PR;725;6;01/03/2026 10:16;07/03/2026 10:16
948;Michelle Smith;Lawrence;MA;1841;1;23/10/2025 4:48;02/11/2025 4:48
949;Mary Sawyer;Caguas;PR;725;3;27/02/2026 21:33;19/03/2026 21:33
950;Jordan Smith;Las Vegas;NV;89103;6;09/06/2025 10:57;17/06/2025 10:57
951;Mary Young;Caguas;PR;725;6;27/08/2025 8:43;27/08/2025 8:43
952;Jack Smith;Hesperia;CA;92345;1;10/09/2025 1:24;15/09/2025 1:24
953;Mary Mills;Philadelphia;PA;19140;3;31/08/2025 7:14;13/09/2025 7:14
954;Brandon Fitzgerald;Richmond;TX;77469;4;18/06/2025 12:17;27/06/2025 12:17
955;Mary Marks;Caguas;PR;725;1;13/06/2025 11:30;02/07/2025 11:30
956;Karen Smith;Bronx;NY;10473;6;28/02/2025 15:48;16/03/2025 15:48
957;Eric Jones;Stockton;CA;95206;1;11/07/2025 6:40;28/07/2025 6:40
958;Peter Acosta;Caguas;PR;725;3;24/01/2025 14:55;25/01/2025 14:55
959;Mary Smith;Tempe;AZ;85283;4;01/06/2025 22:16;19/06/2025 22:16
960;Michael Mcdonald;New Bedford;MA;2740;1;12/03/2025 17:30;24/03/2025 17:30
961;David Smith;Caguas;PR;725;4;27/11/2025 2:59;03/12/2025 2:59
962;Mary Bowers;Saint Peters;MO;63376;6;06/09/2025 16:38;18/09/2025 16:38
963;Eugene Smith;Toms River;NJ;8753;5;26/04/2025 5:50;08/05/2025 5:50
964;Mary Frazier;New York;NY;10027;3;10/02/2025 11:36;18/02/2025 11:36
965;Sean Smith;Jonesboro;AR;72401;4;18/09/2025 5:41;02/10/2025 5:41
966;Mary Buchanan;Los Angeles;CA;90043;2;21/10/2025 5:22;04/11/2025 5:22
967;Madison Smith;Caguas;PR;725;2;14/02/2025 16:11;24/02/2025 16:11
968;Mary Larson;Cleveland;OH;44130;4;04/12/2025 0:59;04/12/2025 0:59
969;Rose Smith;Bakersfield;CA;93304;6;31/10/2025 2:03;15/11/2025 2:03
970;Mary Alvarez;Caguas;PR;725;2;31/10/2025 17:45;09/11/2025 17:45
971;Jacqueline Krueger;Douglasville;GA;30135;5;25/08/2025 12:17;02/09/2025 12:17
972;Mary Smith;Caguas;PR;725;5;13/06/2025 23:25;20/06/2025 23:25
973;Linda Hart;Cleveland;OH;44105;1;05/01/2026 4:36;17/01/2026 4:36
974;George Smith;Fresno;CA;93727;3;17/01/2025 16:44;26/01/2025 16:44
975;Mary Willis;Saginaw;MI;48601;4;15/03/2026 10:20;26/03/2026 10:20
976;Shirley Henson;Caguas;PR;725;5;07/02/2025 14:02;21/02/2025 14:02
977;Virginia Smith;Garden Grove;CA;92840;3;04/07/2025 1:50;16/07/2025 1:50
978;Nicholas Peters;Caguas;PR;725;2;03/01/2026 18:43;10/01/2026 18:43
979;Mary Smith;Austin;TX;78745;3;14/03/2026 21:29;15/03/2026 21:29
980;James Harper;San Jose;CA;95112;6;19/02/2025 21:49;22/02/2025 21:49
981;Christine Schwartz;Caguas;PR;725;1;03/01/2025 16:01;03/01/2025 16:01
982;Mary Robbins;New Albany;IN;47150;4;19/01/2026 15:54;08/02/2026 15:54
983;Michael Richmond;Caguas;PR;725;4;09/01/2025 1:12;12/01/2025 1:12
984;Amy Smith;Chicago;IL;60617;2;12/03/2025 15:54;18/03/2025 15:54
985;Mary Martinez;Richmond;IN;47374;5;02/06/2025 6:33;03/06/2025 6:33
986;Catherine Hawkins;Caguas;PR;725;2;30/05/2025 13:30;30/05/2025 13:30
987;Cheryl Smith;Albuquerque;NM;87111;5;01/10/2025 11:23;19/10/2025 11:23
988;Mary Brady;Pittsfield;MA;1201;6;04/01/2025 7:44;21/01/2025 7:44
989;Helen Smith;Caguas;PR;725;5;09/08/2025 0:45;20/08/2025 0:45
990;Mary Ellison;Merced;CA;95340;2;19/03/2026 19:13;05/04/2026 19:13
991;John Smith;Caguas;PR;725;3;02/11/2025 20:10;18/11/2025 20:10
992;Randy Brown;New York;NY;10016;6;12/01/2026 14:36;21/01/2026 14:36
993;Mary Davis;Fairfield;OH;45014;1;16/05/2025 7:25;27/05/2025 7:25
994;Lisa Massey;Caguas;PR;725;2;06/02/2025 12:56;22/02/2025 12:56
995;Helen Hinton;Richmond;IN;47374;4;01/06/2025 18:00;17/06/2025 18:00
996;Amanda Smith;Austin;TX;78753;3;13/05/2025 14:44;25/05/2025 14:44
997;Mary Price;Caguas;PR;725;6;06/02/2026 4:24;07/02/2026 4:24
998;Steven Salinas;Anaheim;CA;92805;5;02/02/2025 20:27;10/02/2025 20:27
999;Mary Stephenson;Saint Paul;MN;55124;5;30/05/2025 19:36;02/06/2025 19:36
1000;James Smith;Freeport;NY;11520;2;15/07/2025 11:41;17/07/2025 11:41
1001;Jane Thomas;Caguas;PR;725;6;29/01/2026 15:33;04/02/2026 15:33
1002;Mary Lowe;Milpitas;CA;95035;1;17/09/2025 17:01;06/10/2025 17:01
1003;Tyler Smith;Ann Arbor;MI;48103;2;30/08/2025 15:44;04/09/2025 15:44
1004;Mary Evans;Caguas;PR;725;1;11/10/2025 4:36;15/10/2025 4:36
1005;Maria Peterson;Brooklyn;NY;11207;6;01/11/2025 8:49;04/11/2025 8:49
1006;Mary Little;Laredo;TX;78040;1;03/03/2026 11:32;15/03/2026 11:32
1007;Gary Sutton;Caguas;PR;725;1;02/12/2025 19:45;05/12/2025 19:45
1008;Mary Smith;Sacramento;CA;95828;2;12/02/2026 9:51;27/02/2026 9:51
1009;John Jones;Eagle Pass;TX;78852;5;01/10/2025 11:48;17/10/2025 11:48
1010;Carolyn Moss;Walnut;CA;91789;2;03/03/2026 15:53;04/03/2026 15:53
1011;Mary Smith;Caguas;PR;725;2;22/06/2025 4:59;02/07/2025 4:59
1012;Mark Watts;Silver Spring;MD;20906;1;25/09/2025 1:25;04/10/2025 1:25
1013;Frances Smith;Caguas;PR;725;5;04/03/2026 18:24;05/03/2026 18:24
1014;Mary Maxwell;Jamaica;NY;11435;5;07/03/2025 9:16;12/03/2025 9:16
1015;Jordan Smith;Glenview;IL;60025;6;01/07/2025 4:10;20/07/2025 4:10
1016;Mary Wilson;Caguas;PR;725;5;15/08/2025 1:23;21/08/2025 1:23
1017;Lawrence Bryan;Jackson Heights;NY;11372;2;02/07/2025 21:28;13/07/2025 21:28
1018;Mary Smith;Metairie;LA;70003;6;20/12/2025 19:17;04/01/2026 19:17
1019;Benjamin Smith;Caguas;PR;725;4;16/12/2025 9:13;18/12/2025 9:13
1020;Mary Vargas;Quincy;MA;2169;4;05/11/2025 0:41;13/11/2025 0:41
1021;Hannah Hensley;Newburgh;NY;12550;5;19/03/2025 17:17;06/04/2025 17:17
1022;Mary Smith;Ogden;UT;84404;5;26/02/2026 3:37;12/03/2026 3:37
1023;William Morgan;Caguas;PR;725;5;11/05/2025 22:43;24/05/2025 22:43
1024;Paul Alvarado;Bronx;NY;10466;6;07/07/2025 7:19;15/07/2025 7:19
1025;Megan Todd;Caguas;PR;725;1;05/03/2025 12:20;24/03/2025 12:20
1026;Mary Smith;Ontario;CA;91761;1;26/01/2026 16:17;12/02/2026 16:17
1027;Betty Evans;Caguas;PR;725;6;22/02/2026 2:49;04/03/2026 2:49
1028;Virginia Sanders;Austin;TX;78704;4;24/02/2025 1:20;01/03/2025 1:20
1029;Marilyn Webster;Caguas;PR;725;6;27/11/2025 12:25;09/12/2025 12:25
1030;Mary Burnett;Colorado Springs;CO;80906;2;26/04/2025 9:27;06/05/2025 9:27
1031;Alexander Smith;Cypress;CA;90630;6;29/05/2025 5:28;16/06/2025 5:28
1032;Mary Jones;Caguas;PR;725;5;10/02/2026 19:39;22/02/2026 19:39
1033;Sarah Chapman;Miami;FL;33157;5;14/08/2025 19:19;29/08/2025 19:19
1034;Mary Smith;Merced;CA;95340;3;19/03/2026 18:59;01/04/2026 18:59
1035;Nancy Blair;Milford;CT;6460;2;28/07/2025 15:50;02/08/2025 15:50
1036;Mary Kramer;Miami;FL;33155;1;17/09/2025 4:44;06/10/2025 4:44
1037;John Smith;Caguas;PR;725;6;22/02/2026 6:15;06/03/2026 6:15
1038;Christine Briggs;Highland;CA;92346;3;01/11/2025 10:31;15/11/2025 10:31
1039;Mary Smith;Caguas;PR;725;1;25/02/2025 11:06;03/03/2025 11:06
1040;Richard Flores;San Francisco;CA;94122;1;16/06/2025 15:13;23/06/2025 15:13
1041;Karen Coleman;Los Angeles;CA;90047;6;18/07/2025 15:00;03/08/2025 15:00
1042;Frances Townsend;Caguas;PR;725;2;21/12/2025 23:04;05/01/2026 23:04
1043;Mary Smith;Florissant;MO;63031;5;07/04/2025 7:24;08/04/2025 7:24
1044;Linda Pope;Caguas;PR;725;5;27/02/2025 22:41;28/02/2025 22:41
1045;Ronald Rivas;Huntington Station;NY;11746;1;12/06/2025 19:06;27/06/2025 19:06
1046;Mary Smith;San Antonio;TX;78201;1;23/11/2025 11:58;23/11/2025 11:58
1047;Carolyn Clark;Caguas;PR;725;1;22/09/2025 9:43;02/10/2025 9:43
1048;Frances Terrell;Huntington Station;NY;11746;1;02/03/2025 20:08;17/03/2025 20:08
1049;Mary Smith;Washington;DC;20009;2;04/06/2025 0:18;19/06/2025 0:18
1050;Gloria Marshall;Hamtramck;MI;48212;5;04/04/2025 6:12;10/04/2025 6:12
1051;Mary Rich;Caguas;PR;725;6;24/06/2025 1:34;04/07/2025 1:34
1052;Daniel Smith;Lakewood;NJ;8701;4;23/05/2025 15:53;25/05/2025 15:53
1053;Mary Martinez;Caguas;PR;725;5;11/06/2025 8:53;28/06/2025 8:53
1054;Barbara Cooley;Chicago;IL;60630;1;25/11/2025 12:09;08/12/2025 12:09
1055;Mary Smith;Weslaco;TX;78596;1;23/06/2025 15:05;27/06/2025 15:05
1056;James Dean;Caguas;PR;725;6;05/01/2025 9:55;08/01/2025 9:55
1057;Richard Haynes;Hayward;CA;94544;6;24/02/2026 6:12;07/03/2026 6:12
1058;Martha Smith;Caguas;PR;725;4;25/01/2026 12:10;26/01/2026 12:10
1059;Mary Walsh;Jacksonville;FL;32225;5;19/01/2026 13:26;24/01/2026 13:26
1060;Julia Smith;Caguas;PR;725;2;08/12/2025 16:23;12/12/2025 16:23
1061;Mary Liu;Norcross;GA;30093;6;10/02/2026 10:27;16/02/2026 10:27
1062;Philip Smith;Caguas;PR;725;4;17/01/2026 9:27;23/01/2026 9:27
1063;Mary Friedman;Dallas;TX;75227;1;16/01/2026 4:05;24/01/2026 4:05
1064;Aaron Cordova;Caguas;PR;725;5;30/07/2025 4:31;06/08/2025 4:31
1065;Mary Smith;San Jose;CA;95148;6;28/11/2025 11:32;01/12/2025 11:32
1066;Virginia Clark;Caguas;PR;725;6;17/05/2025 23:09;02/06/2025 23:09
1067;Mary Hansen;Littleton;CO;80126;4;11/02/2025 5:39;12/02/2025 5:39
1068;Phillip Smith;Bristol;CT;6010;4;18/05/2025 5:47;03/06/2025 5:47
1069;Mary Daniel;Stockbridge;GA;30281;2;01/03/2025 16:49;11/03/2025 16:49
1070;Shawn Huffman;Caguas;PR;725;4;23/03/2026 4:56;28/03/2026 4:56
1071;Mary Roach;Chicago;IL;60623;6;19/12/2025 9:55;08/01/2026 9:55
1072;James Smith;New Orleans;LA;70122;4;08/12/2025 10:43;12/12/2025 10:43
1073;Rachel Holt;Caguas;PR;725;5;18/02/2026 0:13;09/03/2026 0:13
1074;Mary Proctor;San Pedro;CA;90731;6;10/09/2025 8:52;16/09/2025 8:52
1075;Michelle Smith;Washington;DC;20009;3;12/06/2025 14:54;20/06/2025 14:54
1076;Tyler Thompson;Fort Worth;TX;76116;5;27/09/2025 16:28;13/10/2025 16:28
1077;Mary Williamson;Caguas;PR;725;1;04/04/2025 5:19;16/04/2025 5:19
1078;Nancy Smith;Los Angeles;CA;90044;3;03/03/2026 23:29;04/03/2026 23:29
1079;Carolyn Galvan;Richmond;KY;40475;1;01/06/2025 6:06;06/06/2025 6:06
1080;Raymond Smith;Caguas;PR;725;6;21/03/2025 14:44;30/03/2025 14:44
1081;Mary Martin;Sacramento;CA;95823;6;10/03/2025 9:26;12/03/2025 9:26
1082;Angela Contreras;Caguas;PR;725;6;18/02/2026 22:28;25/02/2026 22:28
1083;Mary Herman;Dorchester Center;MA;2124;4;02/01/2025 14:51;02/01/2025 14:51
1084;Gary Smith;Caguas;PR;725;6;08/12/2025 8:17;14/12/2025 8:17
1085;Evelyn Brady;Frankfort;KY;40601;2;06/03/2026 12:11;09/03/2026 12:11
1086;Mary Smith;Caguas;PR;725;5;02/10/2025 4:24;12/10/2025 4:24
1087;Heather Romero;Richardson;TX;75080;3;08/09/2025 11:44;14/09/2025 11:44
1088;Zachary Smith;Caguas;PR;725;2;22/01/2026 19:59;06/02/2026 19:59
1089;Mary Hamilton;Raleigh;NC;27606;4;12/09/2025 21:15;17/09/2025 21:15
1090;Katherine Massey;Caguas;PR;725;4;16/07/2025 20:28;01/08/2025 20:28
1091;Mary Smith;Tucson;AZ;85705;2;04/12/2025 22:38;04/12/2025 22:38
1092;George Garcia;Caguas;PR;725;3;06/03/2026 16:12;17/03/2026 16:12
1093;Julia Bowers;Pomona;CA;91766;4;11/04/2025 21:52;15/04/2025 21:52
1094;Sean Smith;Bloomfield;NJ;7003;3;13/12/2025 7:06;19/12/2025 7:06
1095;Mary Owens;Caguas;PR;725;1;13/12/2025 5:25;16/12/2025 5:25
1096;David Smith;Newark;DE;19711;2;20/05/2025 13:03;22/05/2025 13:03
1097;Larry Morris;Hagerstown;MD;21740;5;26/02/2026 14:31;02/03/2026 14:31
1098;Mary Cunningham;Columbia;TN;38401;5;05/07/2025 10:09;18/07/2025 10:09
1099;Maria Smith;Washington;DC;20009;4;11/03/2026 15:58;15/03/2026 15:58
1100;Megan Moyer;Caguas;PR;725;1;13/02/2025 12:59;25/02/2025 12:59
1101;Mary Smith;Rowland Heights;CA;91748;5;27/03/2026 11:53;15/04/2026 11:53
1102;Lisa Hensley;Caguas;PR;725;1;20/08/2025 10:39;02/09/2025 10:39
1103;Mary Smith;Mentor;OH;44060;4;29/03/2025 12:00;05/04/2025 12:00
1104;Linda Morales;Caguas;PR;725;4;15/03/2025 3:37;27/03/2025 3:37
1105;Mary Booker;Wyandotte;MI;48192;6;18/08/2025 20:31;30/08/2025 20:31
1106;Daniel Smith;Caguas;PR;725;2;03/02/2025 18:25;14/02/2025 18:25
1107;Nicole Miller;Waipahu;HI;96797;2;20/06/2025 11:51;29/06/2025 11:51
1108;Walter Rollins;Caguas;PR;725;4;20/02/2026 6:17;07/03/2026 6:17
1109;Mary Smith;Marrero;LA;70072;3;26/07/2025 1:10;09/08/2025 1:10
1110;Kimberly Buchanan;Caguas;PR;725;4;02/03/2025 16:43;07/03/2025 16:43
1111;Mary Smith;York;PA;17404;5;02/03/2025 23:52;07/03/2025 23:52
1112;Robert Weiss;Saint Paul;MN;55104;4;09/07/2025 12:01;09/07/2025 12:01
1113;Mary Smith;Caguas;PR;725;5;11/02/2025 19:11;24/02/2025 19:11
1114;James Martin;El Paso;TX;79924;6;20/05/2025 2:29;05/06/2025 2:29
1115;Henry Smith;Caguas;PR;725;3;02/05/2025 17:37;14/05/2025 17:37
1116;Mary Henderson;Warren;MI;48093;6;17/06/2025 2:23;26/06/2025 2:23
1117;Arthur Maddox;Caguas;PR;725;5;27/02/2026 7:03;16/03/2026 7:03
1118;Mary Smith;Paramount;CA;90723;6;23/07/2025 2:47;27/07/2025 2:47
1119;Bryan Ramos;North Richland Hills;TX;76180;6;15/08/2025 14:28;23/08/2025 14:28
1120;Mary Grant;Danbury;CT;6810;1;24/09/2025 12:52;14/10/2025 12:52
1121;Kathleen Smith;Caguas;PR;725;3;17/01/2025 11:01;24/01/2025 11:01
1122;Joan Alexander;Pico Rivera;CA;90660;6;21/03/2026 5:03;02/04/2026 5:03
1123;Mary Smith;Caguas;PR;725;2;15/02/2026 19:38;06/03/2026 19:38
1124;Katherine Cain;Granite City;IL;62040;5;27/06/2025 15:44;13/07/2025 15:44
1125;Doris Smith;Caguas;PR;725;4;11/04/2025 14:25;28/04/2025 14:25
1126;Mary Thompson;New York;NY;10002;5;14/03/2025 0:27;19/03/2025 0:27
1127;Bobby Pope;Chicago;IL;60624;6;27/02/2025 12:24;27/02/2025 12:24
1128;Mary Chung;Caguas;PR;725;6;16/07/2025 4:21;27/07/2025 4:21
1129;Charles Smith;San Diego;CA;92104;1;26/08/2025 19:12;05/09/2025 19:12
1130;Mary Johnson;Caguas;PR;725;1;17/02/2026 4:24;26/02/2026 4:24
1131;Sharon Henderson;Saint Louis;MO;63116;5;01/03/2025 12:15;18/03/2025 12:15
1132;Samantha Smith;Caguas;PR;725;6;09/08/2025 0:24;18/08/2025 0:24
1133;Tiffany Ryan;Oxnard;CA;93030;1;17/02/2025 0:51;25/02/2025 0:51
1134;Mary Smith;San Jose;CA;95148;5;20/01/2025 2:40;05/02/2025 2:40
1135;Bryan Underwood;Caguas;PR;725;4;13/03/2025 17:32;02/04/2025 17:32
1136;Mary Smith;Ballwin;MO;63021;2;27/02/2025 12:08;28/02/2025 12:08
1137;Frank Brown;Holland;MI;49423;6;02/02/2026 23:32;12/02/2026 23:32
1138;Mary Robinson;Mount Pleasant;MI;48858;2;30/01/2025 23:15;12/02/2025 23:15
1139;Benjamin Smith;Caguas;PR;725;6;16/08/2025 4:30;23/08/2025 4:30
1140;Amber Nguyen;Highland;CA;92346;2;26/03/2025 22:14;31/03/2025 22:14
1141;Mary Koch;Howell;MI;48843;1;29/01/2026 16:09;07/02/2026 16:09
1142;Albert Smith;Columbia;SC;29223;2;26/08/2025 2:06;09/09/2025 2:06
1143;Mary Woods;Caguas;PR;725;3;21/02/2026 9:57;24/02/2026 9:57
1144;Roger Jensen;Brooklyn;NY;11203;4;27/12/2025 15:10;30/12/2025 15:10
1145;Mary Smith;Columbus;OH;43230;4;01/07/2025 4:45;13/07/2025 4:45
1146;Alice Evans;Caguas;PR;725;2;17/01/2026 8:35;31/01/2026 8:35
1147;Judy Smith;Brooklyn;NY;11235;3;31/10/2025 13:16;01/11/2025 13:16
1148;Mary Anderson;Augusta;GA;30907;3;21/03/2026 4:47;25/03/2026 4:47
1149;Cynthia Harper;Caguas;PR;725;1;20/11/2025 19:51;26/11/2025 19:51
1150;Judith Sandoval;Clearfield;UT;84015;6;20/12/2025 0:25;31/12/2025 0:25
1151;Mary Griffith;Caguas;PR;725;2;18/11/2025 13:35;25/11/2025 13:35
1152;Maria Smith;Bronx;NY;10456;4;17/01/2026 15:00;03/02/2026 15:00
1153;Mary Sanford;Woodbridge;VA;22192;5;03/12/2025 19:31;10/12/2025 19:31
1154;Sarah Smith;Caguas;PR;725;5;17/07/2025 6:58;04/08/2025 6:58
1155;Virginia Miller;Greeley;CO;80631;3;31/10/2025 7:39;19/11/2025 7:39
1156;Mary Terrell;Caguas;PR;725;2;10/01/2025 17:55;27/01/2025 17:55
1157;Anthony Smith;Hilliard;OH;43026;2;07/10/2025 6:19;18/10/2025 6:19
1158;Emily Price;Caguas;PR;725;2;26/11/2025 20:53;12/12/2025 20:53
1159;Mary Morrison;Stone Mountain;GA;30083;1;29/04/2025 16:13;16/05/2025 16:13
1160;Mary Randolph;Los Angeles;CA;90023;2;21/03/2025 20:40;04/04/2025 20:40
1161;Justin Smith;Caguas;PR;725;5;06/02/2026 19:22;23/02/2026 19:22
1162;Mary Copeland;Winnetka;CA;91306;4;31/05/2025 23:58;10/06/2025 23:58
1163;Timothy Smith;Caguas;PR;725;1;09/03/2026 14:32;17/03/2026 14:32
1164;Mary Hahn;Elyria;OH;44035;4;27/01/2025 3:58;07/02/2025 3:58
1165;Edward Smith;Houston;TX;77084;3;29/08/2025 23:21;13/09/2025 23:21
1166;Tammy Blake;Las Vegas;NV;89117;5;07/12/2025 22:12;11/12/2025 22:12
1167;Mary Bentley;Caguas;PR;725;5;14/02/2026 11:24;05/03/2026 11:24
1168;Elizabeth Mccann;Edinburg;TX;78539;2;06/11/2025 10:41;07/11/2025 10:41
1169;Mary Smith;Oxnard;CA;93030;3;25/01/2026 23:18;14/02/2026 23:18
1170;Daniel Villarreal;Morristown;NJ;7960;3;27/07/2025 3:35;27/07/2025 3:35
1171;Mary Smith;Caguas;PR;725;1;17/03/2025 2:45;31/03/2025 2:45
1172;Marie Morales;Waukegan;IL;60085;5;27/04/2025 17:25;05/05/2025 17:25
1173;Mary Silva;Caguas;PR;725;4;01/10/2025 3:25;19/10/2025 3:25
1174;Douglas Smith;Memphis;TN;38109;3;12/10/2025 17:10;18/10/2025 17:10
1175;Mary Gray;Caguas;PR;725;2;14/03/2026 6:05;01/04/2026 6:05
1176;Julia Smith;Chula Vista;CA;91910;4;25/02/2026 14:23;10/03/2026 14:23
1177;Mary Diaz;Far Rockaway;NY;11691;2;27/02/2026 2:59;06/03/2026 2:59
1178;Charles Gutierrez;Hialeah;FL;33015;4;12/09/2025 2:25;22/09/2025 2:25
1179;Donald Smith;Broken Arrow;OK;74012;2;21/02/2025 1:46;23/02/2025 1:46
1180;Mary Martin;Wyandotte;MI;48192;4;27/01/2025 2:57;12/02/2025 2:57
1181;Donald Haynes;Caguas;PR;725;3;18/03/2026 7:00;18/03/2026 7:00
1182;Mary Smith;Miami;FL;33147;5;19/03/2025 21:20;22/03/2025 21:20
